price_num,accommodates,bathrooms,bedrooms,beds,minimum_nights,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,availability_365,host_listings_count,amenity_count,price_per_person
269.0,2.0,1.0,1.0,1.0,1.0,0,0.0,4.6,4.81,4.85,4.5,301,7.0,9,134.5
171.0,2.0,1.0,1.0,1.0,2.0,7,0.16,5.0,5.0,5.0,4.86,295,1.0,44,85.5
140.3,2.0,1.0,1.0,1.0,30.0,116,1.38,4.92,4.88,4.96,4.91,365,1.0,34,70.15
222.87,4.0,1.0,1.0,2.0,30.0,26,0.31,4.73,4.92,4.88,4.73,0,1.0,33,55.7175
325.0,2.0,1.0,1.0,1.0,1.0,61,0.77,4.46,4.85,4.89,4.38,242,13.0,21,162.5
97.8,3.0,1.0,1.0,3.0,30.0,67,0.79,4.79,4.73,4.7,4.81,162,1.0,25,32.6
371.0,2.0,1.0,2.0,4.0,1.0,42,0.5,4.95,5.0,4.6,4.95,332,1.0,49,185.5
222.87,2.0,1.0,1.0,2.0,30.0,0,0.0,4.88,4.83,4.88,4.75,0,1.0,28,111.435
255.0,2.0,1.0,1.0,2.0,1.0,1,0.02,4.0,5.0,5.0,5.0,195,13.0,17,127.5
405.0,2.0,1.0,1.0,3.0,1.0,3,0.05,5.0,5.0,5.0,4.67,241,13.0,17,202.5
225.0,2.0,1.0,1.0,1.0,1.0,45,0.64,4.64,4.87,4.82,4.49,286,13.0,18,112.5
235.0,2.0,1.0,1.0,1.0,1.0,10,0.12,4.9,5.0,4.9,4.6,275,13.0,18,117.5
405.0,2.0,1.0,1.0,2.0,1.0,1,0.01,5.0,5.0,5.0,5.0,232,13.0,18,202.5
455.0,2.0,1.0,1.0,3.0,1.0,3,0.04,5.0,5.0,5.0,5.0,271,13.0,17,227.5
375.0,2.0,1.0,1.0,1.0,1.0,2,0.03,4.0,5.0,4.5,3.5,179,13.0,17,187.5
259.4,4.0,1.0,2.0,3.0,30.0,17,0.22,4.65,4.35,4.71,4.53,365,12.0,21,64.85
273.92,6.0,1.0,3.0,3.0,30.0,31,0.82,4.84,4.97,4.74,4.77,273,3.0,46,45.653333333333336
91.07,2.0,1.0,1.0,1.0,30.0,59,0.73,4.73,4.64,4.85,4.69,69,3.0,34,45.535
65.93,1.0,1.0,1.0,1.0,30.0,166,2.67,4.82,4.93,4.81,4.8,157,4.0,39,65.93
136.43,1.0,1.0,1.0,1.0,30.0,0,0.0,4.84,4.81,4.8,4.78,365,1.0,9,136.43
355.67,2.0,2.0,2.0,3.0,3.0,208,2.5,4.76,4.79,4.48,4.69,161,1.0,40,177.835
120.0,2.0,2.5,1.0,1.0,2.0,243,2.95,4.9,4.91,4.82,4.87,231,3.0,36,60.0
102.965,2.0,1.0,1.0,1.0,30.0,9,0.11,5.0,5.0,4.67,4.89,0,3.0,24,51.4825
189.8,2.0,1.0,1.0,2.0,30.0,50,0.59,4.98,5.0,5.0,4.86,183,2.0,45,94.9
255.0,2.0,1.0,1.0,1.0,1.0,116,1.6,4.72,4.74,4.81,4.62,259,13.0,19,127.5
445.0,2.0,1.0,1.0,2.0,1.0,0,0.0,4.84,4.81,4.8,4.78,164,13.0,17,222.5
325.0,2.0,1.0,1.0,2.0,1.0,0,0.0,4.84,4.81,4.8,4.78,279,13.0,17,162.5
485.0,2.0,1.0,1.0,2.0,1.0,0,0.0,4.84,4.81,4.8,4.78,270,13.0,17,242.5
69.55,2.0,1.0,1.0,1.0,30.0,100,1.2,4.82,4.66,4.91,4.83,118,4.0,35,34.775
222.87,4.0,1.0,1.0,2.0,30.0,8,0.09,4.75,4.63,5.0,4.5,0,1.0,14,55.7175
67.13,1.0,1.0,1.0,1.0,30.0,4,0.08,4.75,5.0,5.0,5.0,75,1.0,27,67.13
175.0,1.0,1.5,1.0,1.0,1.0,246,2.92,4.94,4.97,4.88,4.91,44,3.0,27,175.0
1233.86,10.0,3.5,4.0,6.0,30.0,18,0.22,4.94,4.94,5.0,4.72,217,8.0,44,123.386
222.87,2.0,1.0,1.0,2.0,30.0,0,0.0,4.88,4.83,4.88,4.75,0,1.0,8,111.435
314.37,4.0,1.0,2.0,4.0,30.0,17,0.21,4.94,4.59,4.88,4.59,329,41.0,41,78.5925
102.03,2.0,1.0,1.0,1.0,30.0,0,0.0,4.84,4.81,4.8,4.78,269,2.0,15,51.015
252.6,3.0,1.0,1.0,2.0,30.0,32,0.39,4.84,4.88,4.97,4.69,349,56.0,47,84.2
141.97,2.0,1.0,1.0,1.0,30.0,17,0.24,4.24,4.06,4.71,4.18,284,15.0,31,70.985
149.3,4.0,1.0,1.0,1.0,30.0,0,0.0,4.88,4.83,4.88,4.75,268,1.0,36,37.325
222.87,2.0,1.0,1.0,2.0,30.0,15,0.18,4.93,4.6,5.0,4.87,0,1.0,24,111.435
359.51,8.0,3.5,4.0,4.0,30.0,1,0.01,5.0,5.0,4.0,5.0,83,1.0,29,44.93875
222.87,2.0,1.0,1.0,2.0,30.0,0,0.0,4.88,4.83,4.88,4.75,0,2.0,11,111.435
102.965,2.0,1.0,1.0,1.0,30.0,2,0.02,4.5,3.0,4.5,4.5,0,3.0,15,51.4825
122.6,5.0,1.0,2.0,2.0,30.0,169,1.99,4.78,4.72,4.57,4.71,255,1.0,43,24.52
222.87,2.0,1.0,1.0,2.0,180.0,1,0.01,5.0,5.0,5.0,5.0,173,1.0,8,111.435
91.72,1.0,1.0,7.0,1.0,30.0,52,0.61,4.71,4.65,4.9,4.56,303,1.0,53,91.72
102.965,2.0,1.0,1.0,1.0,30.0,8,0.09,4.88,4.75,4.88,5.0,0,1.0,27,51.4825
257.0,2.0,1.0,2.0,2.0,3.0,82,1.0,4.7,4.67,4.61,4.62,341,1.0,40,128.5
180.34,2.0,1.5,1.0,1.0,1.0,108,3.36,4.48,4.52,4.53,4.36,350,11.0,42,90.17
211.0,2.0,1.0,1.0,1.0,1.0,142,1.71,4.91,4.89,4.84,4.88,55,1.0,24,105.5
102.965,1.0,1.0,1.0,1.0,30.0,1,0.01,5.0,5.0,5.0,5.0,0,2.0,8,102.965
119.0,2.0,1.0,1.0,1.0,1.0,421,4.99,4.9,4.9,4.86,4.88,178,2.0,31,59.5
160.77,4.0,1.0,1.0,3.0,30.0,12,0.14,4.83,4.92,4.83,4.75,364,2.0,23,40.1925
65.0,2.0,1.0,1.0,1.0,30.0,35,0.42,4.71,4.74,4.29,4.71,166,7.0,48,32.5
165.5,2.0,1.0,1.0,2.0,2.0,237,2.8,4.72,4.85,4.71,4.65,255,1.0,27,82.75
64.3,2.0,1.0,1.0,1.0,30.0,47,0.56,4.81,4.91,4.36,4.79,257,7.0,32,32.15
102.965,2.0,1.0,1.0,1.0,30.0,9,0.11,4.89,4.67,5.0,4.78,0,3.0,26,51.4825
70.39,1.0,1.0,1.0,1.0,30.0,60,0.72,4.82,4.8,4.7,4.78,287,4.0,45,70.39
94.07,1.0,1.0,1.0,1.0,30.0,68,0.81,4.87,4.78,4.76,4.78,234,1.0,23,94.07
123.89,1.0,1.0,1.0,1.0,30.0,70,0.85,4.76,4.7,4.81,4.71,270,1.0,50,123.89
222.87,2.0,1.0,1.0,1.0,30.0,0,0.0,4.88,4.83,4.88,4.75,78,3767.0,30,111.435
326.0,2.0,1.0,2.0,2.0,1.0,244,2.92,4.76,4.76,4.64,4.71,242,4.0,55,163.0
256.1,5.0,1.0,2.0,3.0,30.0,25,0.31,4.64,4.56,4.12,4.24,290,56.0,47,51.220000000000006
241.33,3.0,1.0,1.0,2.0,30.0,29,0.35,4.76,4.86,5.0,4.54,349,1.0,54,80.44333333333334
126.1,3.0,1.0,1.0,1.0,31.0,0,0.0,4.88,4.83,4.88,4.75,364,1.0,9,42.03333333333333
276.57,3.0,1.0,1.0,1.0,30.0,1,0.01,4.0,5.0,5.0,4.0,365,10.0,21,92.19
78.65,2.0,1.0,1.0,1.0,30.0,22,0.27,4.5,4.5,4.77,4.55,318,3.0,48,39.325
405.99,6.0,2.0,2.0,3.0,31.0,0,0.0,4.88,4.83,4.88,4.75,364,1.0,29,67.665
205.42,3.0,1.0,1.0,2.0,30.0,30,0.36,5.0,4.97,4.9,4.93,98,4.0,50,68.47333333333333
129.52,7.0,1.0,3.0,4.0,30.0,21,0.25,4.62,4.57,4.76,4.57,256,3.0,33,18.502857142857145
222.87,3.0,1.0,1.0,2.0,500.0,11,0.13,4.64,4.73,4.91,4.55,269,1.0,22,74.29
196.1,5.0,1.0,1.0,2.0,30.0,6,0.07,5.0,5.0,5.0,5.0,364,2.0,41,39.22
222.87,4.0,1.0,1.0,2.0,30.0,5,0.06,5.0,4.8,4.6,4.8,0,1.0,18,55.7175
208.53,4.0,1.0,1.0,2.0,30.0,21,0.31,4.9,4.71,4.81,4.71,269,1.0,25,52.1325
336.38,5.0,2.0,2.0,2.0,30.0,26,0.4,4.96,4.81,4.88,4.85,365,1.0,59,67.276
56.17,2.0,1.0,1.0,1.0,30.0,57,0.68,4.61,4.25,4.74,4.68,253,3.0,24,28.085
222.87,2.0,1.0,1.0,2.0,30.0,30,0.36,4.43,4.57,4.9,4.57,0,11.0,38,111.435
222.87,2.0,1.0,1.0,2.0,30.0,4,0.05,4.75,5.0,4.75,5.0,0,1.0,25,111.435
222.87,6.0,1.0,3.0,2.0,30.0,29,0.34,4.86,4.79,4.9,4.9,0,4.0,29,37.145
222.87,3.0,1.0,1.0,2.0,30.0,67,0.8,4.82,4.73,4.69,4.78,0,1.0,26,74.29
102.965,2.0,1.0,1.0,1.0,30.0,4,0.05,5.0,4.25,5.0,5.0,0,1.0,15,51.4825
102.965,1.0,1.0,1.0,1.0,30.0,0,0.0,4.84,4.81,4.8,4.78,0,1.0,7,102.965
144.87,4.0,2.0,2.0,2.0,30.0,53,0.64,4.58,4.68,4.36,4.66,178,3.0,41,36.2175
70.85,1.0,1.0,1.0,1.0,30.0,45,0.55,4.84,4.73,4.6,4.87,222,1.0,29,70.85
222.87,6.0,1.0,2.0,2.0,30.0,8,0.1,5.0,4.63,5.0,5.0,0,2.0,33,37.145
385.15,6.0,1.0,3.0,4.0,2.0,314,3.78,4.82,4.8,4.66,4.77,303,3.0,23,64.19166666666666
511.49,2.0,1.0,1.0,1.0,30.0,1,0.02,5.0,5.0,5.0,3.0,341,3767.0,32,255.745
222.87,4.0,1.0,2.0,2.0,30.0,1,0.01,5.0,5.0,5.0,5.0,0,4.0,18,55.7175
222.87,2.0,1.0,1.0,2.0,30.0,1,0.01,5.0,5.0,5.0,5.0,0,1.0,10,111.435
222.87,4.0,1.0,2.0,2.0,30.0,0,0.0,4.88,4.83,4.88,4.75,0,2.0,13,55.7175
425.0,2.0,1.0,1.0,1.0,1.0,0,0.0,4.6,4.81,4.85,4.5,283,4.0,13,212.5
222.87,2.0,1.0,1.0,2.0,30.0,5,0.06,5.0,5.0,5.0,5.0,0,1.0,32,111.435
102.965,2.0,1.0,1.0,1.0,30.0,5,0.06,5.0,4.8,4.8,5.0,0,3.0,24,51.4825
222.87,4.0,1.0,1.0,2.0,30.0,1,0.02,5.0,5.0,5.0,5.0,0,1.0,40,55.7175
102.965,1.0,1.0,1.0,1.0,30.0,0,0.0,4.84,4.81,4.8,4.78,0,2.0,14,102.965
209.0,2.0,1.0,2.0,2.0,3.0,179,2.15,4.96,4.91,4.61,4.89,241,1.0,44,104.5
99.58,2.0,1.0,1.0,1.0,31.0,31,0.37,4.94,4.9,4.87,4.94,257,1.0,48,49.79
177.29,2.0,1.0,1.0,1.0,30.0,19,0.23,4.63,4.53,4.95,4.63,318,232.0,41,88.645
222.87,2.0,1.0,1.0,2.0,30.0,3,0.04,5.0,5.0,4.33,4.67,0,1.0,31,111.435
80.33,1.0,1.0,1.0,1.0,30.0,27,0.33,4.81,4.81,4.81,4.7,365,5.0,19,80.33
280.0,2.0,1.0,1.0,2.0,2.0,331,4.01,4.85,4.92,4.77,4.82,274,1.0,45,140.0
283.93,3.0,1.0,1.0,2.0,30.0,13,0.18,4.62,4.54,5.0,4.46,318,59.0,38,94.64333333333333
222.87,2.0,1.0,6.0,2.0,30.0,3,0.04,5.0,5.0,5.0,4.67,0,1.0,20,111.435
222.87,2.0,1.0,1.0,2.0,30.0,4,0.05,5.0,4.25,4.75,4.75,0,1.0,18,111.435
102.965,2.0,1.0,2.0,1.0,30.0,12,0.15,5.0,4.92,4.83,4.67,0,1.0,25,51.4825
222.87,8.0,1.0,3.0,2.0,30.0,15,0.18,4.13,4.0,4.33,4.27,0,1.0,25,27.85875
222.87,2.0,1.0,1.0,2.0,30.0,9,0.11,4.89,4.89,5.0,4.56,0,1.0,26,111.435
259.95,8.0,2.0,3.0,6.0,30.0,116,1.41,4.87,4.86,4.59,4.75,117,1.0,51,32.49375
85.67,2.0,1.0,1.0,1.0,30.0,18,0.22,4.56,4.89,4.94,4.67,365,5.0,54,42.835
45.75,2.0,2.0,1.0,1.0,30.0,14,0.17,4.57,4.5,4.64,4.5,287,11.0,41,22.875
551.8,6.0,2.5,3.0,3.0,30.0,46,0.68,4.89,4.85,4.8,4.74,328,2.0,33,91.96666666666665
102.965,2.0,1.0,1.0,1.0,30.0,10,0.12,4.9,4.8,4.7,4.6,0,4.0,26,51.4825
102.965,1.0,1.0,1.0,1.0,30.0,5,0.06,4.4,4.4,4.6,4.4,0,1.0,11,102.965
458.07,13.0,1.0,3.0,5.0,30.0,19,0.23,4.84,4.84,4.58,4.79,363,2.0,60,35.23615384615385
102.965,4.0,1.0,1.0,1.0,30.0,11,0.13,4.73,4.55,4.64,4.82,0,3.0,27,25.74125
180.9,1.0,1.5,1.0,1.0,30.0,0,0.0,4.84,4.81,4.8,4.78,270,2.0,58,180.9
53.94,1.0,2.0,4.0,1.0,30.0,89,1.09,4.97,4.97,4.87,4.97,224,4.0,35,53.94
222.87,2.0,1.0,1.0,2.0,2.0,2,0.02,5.0,5.0,5.0,5.0,0,6.0,47,111.435
222.87,12.0,1.5,4.0,7.0,31.0,0,0.0,4.88,4.83,4.88,4.75,365,1.0,14,18.5725
102.965,2.0,1.0,1.0,1.0,1.0,1,0.01,5.0,5.0,5.0,5.0,1,1.0,22,51.4825
384.5,2.0,1.0,1.0,1.0,2.0,125,2.71,4.62,4.66,4.97,4.55,338,2.0,33,192.25
396.2,4.0,1.0,2.0,2.0,30.0,6,0.07,5.0,4.83,4.83,4.5,365,41.0,37,99.05
285.6,2.0,1.0,1.0,1.0,30.0,16,0.2,4.75,4.63,4.75,4.19,365,41.0,40,142.8
102.965,1.0,1.0,1.0,1.0,30.0,66,0.79,4.83,4.83,4.7,4.82,0,12.0,22,102.965
50.78,2.0,1.0,1.0,1.0,30.0,44,0.53,4.89,4.98,4.7,4.84,119,1.0,26,25.39
222.87,2.0,1.0,1.0,1.0,30.0,0,0.0,4.88,4.83,4.88,4.75,113,3767.0,29,111.435
969.0,2.0,1.0,1.0,1.0,30.0,7,0.1,4.43,5.0,5.0,4.43,179,1.0,14,484.5
102.965,2.0,1.0,1.0,1.0,30.0,4,0.05,4.0,3.75,5.0,4.0,0,1.0,2,51.4825
222.87,3.0,1.0,1.0,2.0,30.0,8,0.1,4.5,3.63,5.0,4.63,0,1.0,11,74.29
102.965,1.0,1.0,1.0,1.0,30.0,2,0.02,5.0,4.5,5.0,4.5,1,1.0,15,102.965
222.87,4.0,1.0,2.0,2.0,30.0,7,0.08,4.57,4.43,4.57,4.57,0,2.0,17,55.7175
102.965,2.0,1.0,1.0,1.0,30.0,2,0.02,5.0,5.0,5.0,5.0,0,1.0,11,51.4825
102.965,2.0,1.0,1.0,1.0,30.0,31,0.36,4.94,4.68,4.77,4.94,0,1.0,23,51.4825
82.3,1.0,1.0,1.0,1.0,30.0,15,0.18,5.0,4.93,4.73,4.93,89,1.0,25,82.3
222.87,2.0,1.0,1.0,2.0,30.0,3,0.04,5.0,4.67,5.0,5.0,0,1.0,19,111.435
40.04,1.0,1.0,1.0,1.0,30.0,7,0.08,4.14,3.86,5.0,4.0,318,3.0,12,40.04
110.2,2.0,1.0,1.0,1.0,30.0,21,0.26,4.76,4.9,4.76,4.76,364,1.0,24,55.1
42.07,1.0,1.0,1.0,1.0,30.0,7,0.09,4.0,3.86,4.86,3.71,67,3.0,11,42.07
144.55,2.0,1.0,1.0,1.0,3.0,81,0.98,4.9,4.95,4.62,4.83,346,1.0,33,72.275
78.11,3.0,1.0,1.0,3.0,30.0,43,0.53,4.53,4.65,4.51,4.35,88,1.0,63,26.036666666666665
286.32,4.0,1.0,2.0,2.0,30.0,121,1.47,4.67,4.7,4.11,4.59,365,3.0,39,71.58
235.2,1.0,1.0,1.0,1.0,30.0,2,0.02,5.0,5.0,4.0,4.0,365,1.0,11,235.2
334.63,1.0,1.0,2.0,2.0,30.0,3,0.04,4.67,5.0,5.0,4.67,89,1.0,22,334.63
102.965,1.0,1.0,1.0,1.0,30.0,9,0.11,5.0,5.0,5.0,4.78,0,1.0,23,102.965
252.95,6.0,2.0,3.0,4.0,30.0,161,1.95,4.84,4.77,4.75,4.82,362,2.0,42,42.15833333333333
222.87,3.0,1.0,1.0,2.0,30.0,4,0.05,5.0,5.0,5.0,4.75,0,1.0,22,74.29
112.06,3.0,1.0,1.0,2.0,30.0,80,0.97,4.81,4.93,4.69,4.76,309,1.0,37,37.35333333333333
163.37,4.0,1.0,2.0,2.0,30.0,25,0.3,4.92,4.88,4.92,4.92,362,8.0,55,40.8425
222.87,8.0,1.0,3.0,2.0,30.0,37,0.44,4.95,4.89,5.0,4.81,0,1.0,31,27.85875
124.22,1.0,1.0,1.0,1.0,30.0,1,0.01,4.0,4.0,4.0,4.0,357,13.0,15,124.22
75.13,1.0,1.0,1.0,1.0,30.0,16,0.19,4.81,4.81,4.69,4.88,363,1.0,20,75.13
222.87,4.0,1.0,2.0,2.0,30.0,0,0.0,4.88,4.83,4.88,4.75,0,1.0,9,55.7175
160.68,5.0,1.0,2.0,3.0,30.0,35,0.42,4.97,5.0,4.74,4.89,90,1.0,28,32.136
102.965,2.0,1.0,1.0,1.0,30.0,2,0.02,5.0,5.0,5.0,4.5,0,1.0,13,51.4825
568.0,4.0,1.0,2.0,2.0,2.0,122,2.82,4.71,4.41,4.79,4.58,259,2.0,49,142.0
439.67,2.0,1.0,1.0,1.0,3.0,7,0.08,4.43,4.71,4.57,4.43,133,2.0,48,219.835
296.67,3.0,1.0,2.0,2.0,30.0,21,0.25,4.71,4.24,4.9,4.67,365,5.0,31,98.89
57.5,2.0,1.0,1.0,1.0,30.0,57,0.69,4.91,4.96,4.81,4.88,51,1.0,36,28.75
322.67,6.0,1.0,2.0,3.0,30.0,70,0.86,4.84,4.81,4.8,4.77,317,4.0,28,53.778333333333336
92.11,1.0,1.0,1.0,1.0,30.0,21,0.26,4.52,4.43,4.95,4.62,134,5.0,29,92.11
102.44,1.0,1.0,1.0,1.0,30.0,3,0.04,3.67,4.0,4.67,3.67,336,5.0,31,102.44
1155.0,10.0,4.0,4.0,7.0,3.0,154,1.86,4.9,4.84,4.75,4.75,300,2.0,29,115.5
45.63,2.0,2.0,1.0,2.0,30.0,4,0.06,4.25,4.0,4.0,4.25,318,43.0,31,22.815
63.16,1.0,1.5,1.0,1.0,30.0,9,0.15,4.56,4.44,4.44,4.33,317,157.0,34,63.16
112.1,2.0,1.0,1.0,2.0,30.0,146,1.77,4.91,4.97,4.71,4.88,43,1.0,43,56.05
73.77,1.0,2.0,1.0,1.0,30.0,4,0.06,5.0,4.75,5.0,4.75,318,43.0,36,73.77
102.965,1.0,1.0,1.0,1.0,120.0,7,0.09,4.57,4.43,4.71,4.43,89,10.0,36,102.965
102.965,2.0,1.0,1.0,1.0,30.0,28,0.34,4.89,4.89,4.39,4.89,0,4.0,29,51.4825
125.53,2.0,1.0,1.0,1.0,1.0,62,4.83,4.69,4.45,4.89,4.58,133,1.0,26,62.765
382.0,2.0,1.0,1.0,1.0,1.0,17,0.21,4.53,4.59,4.53,4.12,365,6.0,18,191.0
222.87,2.0,1.0,1.0,2.0,6.0,118,1.39,4.65,4.69,4.8,4.62,0,1.0,29,111.435
222.87,2.0,1.0,1.0,2.0,30.0,7,0.08,5.0,4.5,5.0,4.86,0,1.0,29,111.435
222.87,3.0,1.0,1.0,2.0,30.0,7,0.09,4.71,4.43,5.0,4.71,0,1.0,50,74.29
73.77,1.0,2.0,1.0,1.0,30.0,6,0.08,4.67,4.5,4.83,4.67,353,43.0,39,73.77
63.21,1.0,1.5,1.0,1.0,30.0,14,0.17,5.0,4.79,4.86,4.64,309,157.0,29,63.21
222.87,2.0,1.0,1.0,2.0,30.0,10,0.14,5.0,4.7,5.0,5.0,0,1.0,35,111.435
102.965,6.0,1.0,1.0,1.0,30.0,30,0.36,4.83,4.7,4.87,4.77,0,1.0,24,17.160833333333333
115.46,1.0,2.0,1.0,1.0,30.0,21,0.25,4.57,4.48,4.81,4.38,344,13.0,24,115.46
102.965,2.0,1.0,1.0,1.0,30.0,0,0.0,4.84,4.81,4.8,4.78,0,1.0,30,51.4825
169.58,2.0,1.0,1.0,1.0,30.0,2,0.03,5.0,5.0,4.0,4.5,318,1.0,33,84.79
175.9,6.0,1.0,2.0,5.0,30.0,93,1.14,4.91,4.92,4.77,4.9,177,1.0,50,29.316666666666666
102.965,2.0,1.0,1.0,1.0,30.0,3,0.04,5.0,4.67,5.0,5.0,0,1.0,26,51.4825
222.87,3.0,1.0,1.0,2.0,30.0,34,0.41,4.76,4.41,5.0,4.56,0,1.0,28,74.29
109.85,3.0,1.0,1.0,1.0,30.0,22,0.27,4.32,4.55,4.82,4.27,180,2.0,16,36.61666666666667
102.965,2.0,1.0,1.0,1.0,30.0,11,0.13,4.82,4.91,4.55,4.45,0,1.0,32,51.4825
83.49,2.0,1.0,1.0,1.0,30.0,68,0.84,4.94,4.97,4.79,4.88,365,1.0,31,41.745
382.0,2.0,1.0,1.0,1.0,1.0,29,0.35,4.55,4.62,4.41,4.38,365,6.0,18,191.0
99.56,1.0,1.0,1.0,2.0,30.0,40,0.6,4.9,4.9,4.9,4.78,39,4.0,44,99.56
357.04,10.0,2.0,3.0,6.0,30.0,3,0.1,5.0,4.33,4.0,4.67,43,2.0,63,35.704
222.87,3.0,1.0,1.0,2.0,30.0,2,0.02,5.0,4.5,5.0,5.0,0,1.0,16,74.29
121.86,5.0,1.0,1.0,3.0,30.0,38,0.47,4.95,4.89,4.87,4.89,268,3.0,51,24.372
222.87,2.0,1.0,1.0,2.0,30.0,3,0.04,5.0,5.0,5.0,4.67,0,1.0,19,111.435
235.27,3.0,1.0,1.0,1.0,30.0,19,0.24,4.32,4.47,4.84,4.47,321,6.0,54,78.42333333333333
102.965,2.0,1.0,1.0,1.0,30.0,0,0.0,4.84,4.81,4.8,4.78,0,3.0,19,51.4825
72.37,1.0,1.0,1.0,1.0,30.0,4,0.05,5.0,5.0,3.75,4.75,365,2.0,21,72.37
46.27,1.0,2.0,1.0,1.0,30.0,15,0.18,5.0,5.0,4.93,4.8,349,11.0,35,46.27
222.87,4.0,1.0,1.0,2.0,30.0,0,0.0,4.88,4.83,4.88,4.75,0,2.0,21,55.7175
282.08,2.0,1.0,1.0,2.0,30.0,0,0.0,4.88,4.83,4.88,4.75,362,1.0,12,141.04
144.17,1.0,1.0,1.0,1.0,30.0,0,0.0,4.88,4.83,4.88,4.75,365,4.0,10,144.17
66.16,1.0,2.0,1.0,1.0,30.0,10,0.12,4.7,4.4,4.6,3.8,353,31.0,44,66.16
102.965,2.0,1.0,1.0,1.0,30.0,31,0.38,4.81,5.0,4.32,4.77,0,4.0,27,51.4825
782.95,6.0,2.0,2.0,2.0,30.0,21,0.26,4.86,5.0,4.95,4.76,228,8.0,40,130.49166666666667
197.53,2.0,1.0,1.0,1.0,30.0,12,0.15,5.0,5.0,5.0,4.83,179,1.0,12,98.765
43.88,1.0,1.0,1.0,1.0,30.0,17,0.22,4.88,4.82,4.71,4.41,161,157.0,30,43.88
261.24,4.0,2.0,1.0,3.0,30.0,13,0.16,4.31,4.54,4.85,4.46,363,2.0,29,65.31
222.87,3.0,1.0,1.0,2.0,90.0,79,1.64,4.73,4.84,4.47,4.58,88,3.0,46,74.29
45.91,1.0,1.5,1.0,1.0,30.0,16,0.19,4.19,3.81,4.56,4.0,255,3.0,18,45.91
102.965,2.0,1.0,1.0,1.0,30.0,56,0.67,4.77,4.7,4.86,4.77,0,2.0,16,51.4825
222.87,2.0,1.0,1.0,2.0,30.0,13,0.16,4.85,4.31,4.77,4.77,0,1.0,12,111.435
990.0,11.0,3.5,4.0,4.0,1.0,286,3.44,4.8,4.81,4.83,4.69,245,1.0,38,90.0
76.97,2.0,1.0,1.0,2.0,30.0,111,1.34,4.68,4.68,4.88,4.68,261,1.0,44,38.485
116.17,2.0,1.0,1.0,1.0,30.0,4,0.05,5.0,4.5,5.0,4.75,351,1.0,37,58.085
1769.0,4.0,1.0,1.0,2.0,1.0,13,0.16,4.92,5.0,5.0,4.77,364,7.0,53,442.25
222.87,3.0,1.0,1.0,2.0,30.0,3,0.04,4.67,4.33,5.0,5.0,0,1.0,15,74.29
145.06,2.0,1.0,2.0,2.0,30.0,80,0.98,4.95,4.99,4.76,4.91,364,1.0,53,72.53
442.5,2.0,1.0,1.0,1.0,2.0,277,3.41,4.97,4.98,4.99,4.81,287,1.0,26,221.25
52.15,1.0,2.0,4.0,1.0,30.0,147,1.8,4.95,4.92,4.84,4.93,42,4.0,25,52.15
59.33,2.0,2.0,1.0,1.0,30.0,162,1.98,4.96,4.93,4.8,4.93,135,4.0,31,29.665
222.87,2.0,1.0,1.0,1.0,30.0,0,0.0,4.88,4.83,4.88,4.75,225,3767.0,32,111.435
222.87,4.0,1.0,1.0,2.0,30.0,2,0.02,5.0,5.0,5.0,4.5,0,1.0,26,55.7175
102.965,2.0,1.0,1.0,1.0,30.0,11,0.13,4.64,4.27,4.73,4.73,0,1.0,16,51.4825
144.93,3.0,1.0,1.0,2.0,30.0,3,0.04,3.67,3.67,5.0,3.67,365,12.0,27,48.31
222.87,2.0,1.0,1.0,2.0,30.0,3,0.04,4.67,4.67,5.0,5.0,0,1.0,23,111.435
275.38,5.0,2.0,3.0,4.0,30.0,12,0.15,4.75,4.92,4.33,4.58,365,6.0,32,55.076
251.87,4.0,1.0,1.0,4.0,30.0,139,1.81,4.84,4.94,4.98,4.8,313,9.0,51,62.9675
222.87,4.0,1.0,2.0,2.0,30.0,2,0.02,5.0,4.0,5.0,4.5,0,1.0,37,55.7175
102.965,2.0,1.0,1.0,1.0,30.0,78,0.94,4.55,4.49,4.64,4.73,0,2.0,16,51.4825
102.965,1.0,1.0,1.0,1.0,30.0,3,0.04,5.0,5.0,5.0,5.0,0,1.0,17,102.965
589.43,9.0,1.0,4.0,2.0,30.0,0,0.0,4.88,4.83,4.88,4.75,32,1.0,18,65.49222222222221
103.24,4.0,1.0,2.0,2.0,30.0,58,0.71,4.86,4.55,4.9,4.84,126,2.0,36,25.81
141.97,2.0,1.0,1.0,1.0,30.0,19,0.24,4.21,4.21,4.68,4.05,301,15.0,33,70.985
158.29,2.0,1.0,2.0,3.0,30.0,15,0.18,4.67,4.67,4.87,4.87,51,1.0,24,79.145
575.5,2.0,2.0,2.0,2.0,4.0,244,3.01,4.97,4.95,4.98,4.89,96,1.0,53,287.75
319.45,2.0,1.0,1.0,1.0,30.0,18,0.22,5.0,4.78,4.78,4.89,208,1.0,39,159.725
222.87,2.0,1.0,1.0,2.0,60.0,2,0.02,5.0,5.0,5.0,5.0,0,1.0,9,111.435
108.93,2.0,1.0,1.0,1.0,30.0,5,0.1,5.0,4.8,4.4,5.0,348,1.0,49,54.465
141.97,2.0,1.0,1.0,1.0,30.0,15,0.19,4.0,3.93,4.8,3.67,312,15.0,31,70.985
