price_num,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_365,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,host_listings_count,amenity_count,price_per_person,target_superhost
273.26,3.0,1.0,1.0,1.0,30.0,1125.0,301,0,0.0,,,,,203.0,37,91.08666666666666,0.0
239.19,8.0,1.5,3.0,3.0,30.0,1125.0,270,82,1.28,4.8,4.85,4.78,4.78,1.0,61,29.89875,0.0
,2.0,,,,30.0,1125.0,0,0,0.0,,,,,267.0,10,,0.0
,2.0,,1.0,,30.0,1125.0,0,0,0.0,,,,,1.0,16,,0.0
,2.0,,1.0,,30.0,1125.0,0,12,0.19,4.92,4.83,5.0,5.0,1.0,21,,0.0
,1.0,,,,120.0,730.0,89,8,0.13,4.88,5.0,5.0,4.75,10.0,34,,0.0
,1.0,,,,30.0,1125.0,0,0,0.0,,,,,2.0,16,,0.0
3661.47,16.0,4.0,1.0,,30.0,1125.0,364,1,0.02,5.0,5.0,5.0,5.0,1.0,21,228.841875,0.0
,2.0,1.0,1.0,1.0,30.0,1125.0,245,0,0.0,,,,,3767.0,32,,0.0
,2.0,1.0,1.0,1.0,30.0,1125.0,154,0,0.0,,,,,3767.0,29,,0.0
60.87,1.0,1.0,,1.0,30.0,1125.0,48,1,0.02,4.0,5.0,5.0,4.0,296.0,14,60.87,0.0
138.3,2.0,1.0,,1.0,30.0,365.0,323,12,0.19,4.0,4.42,4.75,3.92,263.0,14,69.15,0.0
286.0,4.0,1.0,,4.0,1.0,1125.0,310,99,1.53,4.66,4.61,4.93,4.41,50.0,31,71.5,0.0
,3.0,,1.0,,30.0,1125.0,0,13,0.2,4.85,4.77,4.85,4.46,1.0,27,,0.0
94.7,4.0,1.0,1.0,5.0,30.0,1125.0,184,127,1.96,4.67,4.65,4.76,4.76,1.0,46,23.675,1.0
399.41,3.0,1.0,1.0,1.0,2.0,1125.0,235,149,2.28,4.79,4.85,4.88,4.77,1.0,71,133.13666666666668,0.0
190.89,2.0,1.0,,1.0,30.0,1125.0,294,3,0.05,4.33,5.0,5.0,3.67,203.0,37,95.445,0.0
,2.0,,1.0,,1.0,1125.0,0,75,1.12,4.87,4.83,4.93,4.88,99.0,21,,0.0
,1.0,,,,30.0,60.0,0,40,0.63,4.95,4.85,4.93,4.93,1.0,13,,0.0
112.2,3.0,1.0,1.0,2.0,30.0,1125.0,92,16,0.25,4.38,4.56,4.88,4.44,5.0,46,37.4,0.0
,2.0,,,1.0,30.0,1125.0,275,0,0.0,,,,,3767.0,32,,0.0
,4.0,2.0,2.0,2.0,30.0,1125.0,309,1,0.03,5.0,5.0,5.0,5.0,3767.0,32,,0.0
,2.0,2.0,1.0,1.0,30.0,1125.0,155,0,0.0,,,,,3767.0,33,,0.0
,2.0,2.0,1.0,1.0,30.0,1125.0,338,0,0.0,,,,,3767.0,33,,0.0
121.13,2.0,,2.0,2.0,30.0,365.0,280,16,0.32,4.75,4.5,4.69,4.56,1.0,36,60.565,0.0
447.68,3.0,,1.0,,30.0,1125.0,112,6,0.09,4.83,5.0,4.83,3.83,203.0,40,149.22666666666666,0.0
151.63,4.0,1.0,2.0,2.0,30.0,1125.0,89,49,0.74,4.69,4.73,4.71,4.49,5.0,46,37.9075,0.0
,2.0,,1.0,,30.0,1125.0,23,1,0.02,5.0,5.0,5.0,4.0,3767.0,32,,0.0
,1.0,,1.0,,30.0,75.0,0,1,0.02,5.0,5.0,5.0,5.0,1.0,34,,0.0
80.7,4.0,1.0,1.0,1.0,31.0,1125.0,290,7,0.11,4.14,4.14,4.0,4.0,1.0,29,20.175,0.0
85.18,1.0,1.0,,1.0,30.0,365.0,275,11,0.17,5.0,5.0,5.0,5.0,20.0,29,85.18,0.0
94.27,1.0,1.0,,1.0,30.0,365.0,364,13,0.2,4.77,4.85,4.77,4.54,20.0,30,94.27,0.0
362.77,6.0,,3.0,5.0,30.0,400.0,364,3,0.05,5.0,5.0,5.0,5.0,2.0,69,60.461666666666666,0.0
162.15,5.0,1.0,2.0,3.0,30.0,1125.0,349,14,0.22,4.64,4.79,4.79,4.57,5.0,52,32.43,0.0
359.97,6.0,1.0,3.0,4.0,30.0,1125.0,74,74,1.14,4.97,4.92,4.76,4.8,3.0,42,59.995000000000005,0.0
514.0,4.0,1.5,2.0,2.0,1.0,1125.0,318,33,0.66,4.88,4.94,4.7,4.58,2.0,58,128.5,1.0
335.63,2.0,1.0,1.0,3.0,30.0,1125.0,90,0,0.0,,,,,1.0,17,167.815,0.0
,1.0,,,,30.0,1125.0,1,11,0.17,4.18,3.82,4.55,4.18,11.0,39,,1.0
,3.0,,1.0,,30.0,1125.0,0,10,0.17,4.9,4.7,4.9,4.8,1.0,14,,0.0
,1.0,,,,30.0,1125.0,0,0,0.0,,,,,267.0,5,,0.0
216.83,4.0,1.0,1.0,2.0,30.0,1125.0,318,10,0.17,4.9,4.9,4.9,4.8,51.0,37,54.2075,0.0
,6.0,,2.0,,30.0,180.0,0,21,0.33,4.95,4.95,4.52,4.86,1.0,67,,0.0
,4.0,,2.0,,30.0,90.0,0,5,0.08,4.2,4.4,3.4,4.2,4.0,15,,0.0
145.1,4.0,,1.0,,30.0,1125.0,339,13,0.22,5.0,5.0,4.92,4.92,1.0,36,36.275,1.0
83.33,2.0,1.0,1.0,1.0,30.0,45.0,68,60,0.95,4.88,4.95,4.63,4.88,1.0,25,41.665,1.0
107.39,2.0,1.0,1.0,1.0,30.0,200.0,200,15,0.24,4.47,3.87,4.13,4.27,11.0,32,53.695,0.0
100.67,2.0,1.0,,1.0,30.0,365.0,364,0,0.0,,,,,1.0,8,50.335,0.0
781.7,7.0,1.0,3.0,3.0,30.0,100.0,364,25,0.41,4.68,4.4,4.56,4.36,1.0,48,111.67142857142858,0.0
243.0,2.0,,,3.0,1.0,365.0,339,146,2.34,4.81,4.76,4.75,4.73,2.0,66,121.5,0.0
,2.0,1.0,1.0,1.0,30.0,1125.0,288,0,0.0,,,,,3767.0,33,,0.0
180.4,4.0,1.0,1.0,2.0,30.0,365.0,275,25,0.39,4.92,4.92,4.96,4.8,3.0,41,45.1,1.0
304.2,2.0,1.0,1.0,1.0,30.0,1125.0,89,5,0.08,5.0,5.0,5.0,5.0,1.0,29,152.1,0.0
,2.0,,,,30.0,365.0,0,27,0.42,4.81,4.78,4.89,4.81,2.0,37,,0.0
524.33,2.0,1.0,1.0,1.0,30.0,365.0,365,0,0.0,,,,,1.0,16,262.165,0.0
187.67,2.0,1.0,1.0,1.0,30.0,140.0,166,13,0.29,4.92,4.92,4.92,4.77,1.0,42,93.835,1.0
332.23,2.0,1.0,,1.0,30.0,1125.0,365,1,0.02,5.0,4.0,5.0,4.0,1.0,18,166.115,0.0
95.4,1.0,1.0,,1.0,30.0,365.0,317,13,0.2,5.0,5.0,5.0,5.0,20.0,29,95.4,0.0
61.95,4.0,1.0,,1.0,30.0,1125.0,273,111,1.69,4.77,4.69,4.55,4.69,1.0,35,15.4875,1.0
378.0,5.0,1.0,,3.0,1.0,1125.0,172,350,5.32,4.61,4.45,4.9,4.57,7.0,24,75.6,0.0
,2.0,,,,30.0,365.0,0,43,0.65,4.74,4.53,5.0,4.65,1.0,22,,0.0
159.29,3.0,1.0,1.0,1.0,30.0,1125.0,365,0,0.0,,,,,1.0,18,53.096666666666664,0.0
143.83,3.0,1.0,1.0,3.0,30.0,1125.0,223,4,0.28,4.25,5.0,5.0,4.5,3.0,18,47.943333333333335,1.0
,1.0,,,,30.0,1125.0,0,2,0.03,4.5,4.0,5.0,4.5,3.0,39,,0.0
311.0,4.0,3.0,2.0,2.0,30.0,120.0,33,8,0.12,5.0,5.0,5.0,4.88,2.0,59,77.75,0.0
203.93,4.0,1.0,2.0,3.0,30.0,180.0,311,103,1.55,4.95,4.97,4.8,4.84,1.0,34,50.9825,1.0
45.54,1.0,1.0,,1.0,30.0,1125.0,250,53,0.86,4.43,4.32,4.58,4.53,2.0,26,45.54,0.0
102.87,5.0,1.0,2.0,5.0,30.0,240.0,113,161,2.46,4.9,4.93,4.83,4.89,1.0,29,20.574,1.0
113.44,1.0,1.0,1.0,1.0,30.0,90.0,203,44,0.68,4.89,4.89,4.41,4.8,2.0,22,113.44,0.0
52.87,2.0,1.0,,1.0,30.0,80.0,90,50,0.78,4.6,4.66,4.62,4.42,2.0,22,26.435,0.0
,4.0,,2.0,,30.0,1125.0,0,0,0.0,,,,,3.0,14,,0.0
,2.0,1.0,1.0,1.0,30.0,1125.0,288,0,0.0,,,,,3767.0,33,,0.0
304.2,5.0,1.0,2.0,2.0,30.0,365.0,315,20,0.32,4.9,4.65,5.0,4.8,3.0,52,60.839999999999996,0.0
,1.0,,,,30.0,1125.0,0,0,0.0,,,,,267.0,7,,0.0
,1.0,,,,30.0,1125.0,0,1,0.04,5.0,5.0,5.0,5.0,296.0,7,,0.0
,1.0,,,,30.0,1125.0,0,2,0.04,4.0,3.5,4.5,3.0,296.0,13,,0.0
,1.0,,6.0,,30.0,30.0,0,0,0.0,,,,,1.0,13,,0.0
287.61,2.0,1.0,1.0,2.0,30.0,365.0,74,79,1.29,4.91,4.97,4.94,4.75,3.0,49,143.805,0.0
300.53,6.0,1.5,3.0,4.0,30.0,300.0,362,0,0.0,,,,,1.0,61,50.08833333333333,0.0
230.12,2.0,1.0,1.0,2.0,30.0,150.0,216,31,0.51,4.55,4.26,4.94,4.52,4.0,39,115.06,0.0
,1.0,,,,30.0,1125.0,0,1,0.02,5.0,5.0,5.0,5.0,3.0,16,,0.0
,4.0,,1.0,,30.0,1125.0,0,0,0.0,,,,,3.0,16,,0.0
361.17,7.0,2.0,3.0,3.0,30.0,1125.0,287,1,0.02,4.0,4.0,5.0,5.0,119.0,39,51.59571428571429,0.0
146.44,4.0,1.0,1.0,2.0,30.0,45.0,356,73,1.18,4.93,4.93,4.92,4.89,16.0,39,36.61,1.0
352.13,5.0,1.0,2.0,2.0,30.0,1125.0,349,1,0.02,5.0,5.0,5.0,5.0,119.0,39,70.426,0.0
268.5,2.0,1.0,2.0,1.0,2.0,1125.0,299,132,3.34,4.86,4.86,4.69,4.77,1.0,39,134.25,1.0
,2.0,,1.0,,1.0,1125.0,0,15,0.23,4.4,4.93,5.0,4.53,99.0,19,,0.0
220.04,2.0,,1.0,1.0,30.0,1125.0,89,11,0.17,4.64,4.36,4.91,4.73,1.0,36,110.02,0.0
,2.0,,,,30.0,1125.0,0,68,1.07,4.19,3.85,4.68,4.13,1.0,23,,0.0
98.27,3.0,1.0,1.0,1.0,30.0,1125.0,187,70,1.1,4.5,4.5,4.64,4.4,3.0,32,32.75666666666667,1.0
674.0,4.0,1.5,2.0,2.0,1.0,20.0,167,238,3.62,4.66,4.73,4.82,4.54,24.0,47,168.5,0.0
113.92,2.0,1.0,1.0,1.0,30.0,60.0,89,37,0.56,4.68,4.73,4.65,4.7,2.0,34,56.96,0.0
,2.0,,,,30.0,1125.0,0,1,0.02,4.0,3.0,3.0,3.0,267.0,16,,0.0
134.75,2.0,1.0,1.0,1.0,30.0,1125.0,363,130,2.01,4.72,4.74,4.64,4.73,1.0,25,67.375,0.0
50.96,1.0,1.0,,1.0,30.0,365.0,287,8,0.13,4.75,4.88,4.88,4.13,157.0,19,50.96,1.0
90.44,2.0,2.5,,1.0,30.0,1125.0,364,47,0.72,4.34,4.04,4.81,4.43,7.0,56,45.22,0.0
49.17,1.0,,,,30.0,365.0,199,10,0.16,4.9,4.9,5.0,4.9,5.0,19,49.17,1.0
,2.0,,,,30.0,1125.0,0,1,0.03,5.0,5.0,5.0,5.0,267.0,12,,0.0
308.0,4.0,,,2.0,1.0,1125.0,174,90,1.36,4.57,4.46,4.87,4.33,7.0,27,77.0,0.0
,8.0,,3.0,,30.0,1125.0,0,98,1.51,4.98,4.98,4.77,4.93,3.0,51,,1.0
57.47,1.0,1.0,,1.0,30.0,365.0,292,8,0.13,5.0,4.75,4.88,4.5,157.0,32,57.47,1.0
,2.0,,,,30.0,125.0,0,32,0.49,4.66,4.75,4.97,4.53,1.0,41,,0.0
182.53,2.0,1.0,,2.0,30.0,1125.0,266,1,0.03,5.0,5.0,5.0,5.0,7.0,45,91.265,0.0
188.57,5.0,1.0,1.0,1.0,30.0,1125.0,287,31,0.47,4.71,4.42,4.97,4.68,7.0,44,37.714,0.0
,2.0,,1.0,,30.0,1125.0,0,37,0.56,4.59,4.68,4.57,4.68,2.0,24,,0.0
353.0,5.0,1.0,1.0,3.0,1.0,1125.0,338,100,1.51,4.67,4.65,4.9,4.5,50.0,33,70.6,0.0
,2.0,,1.0,,30.0,1125.0,0,3,0.05,4.67,4.67,4.67,4.67,1.0,21,,0.0
,1.0,,1.0,,30.0,1125.0,0,0,0.0,,,,,300.0,11,,0.0
294.43,4.0,1.0,2.0,1.0,30.0,60.0,365,5,0.1,4.6,4.4,4.8,4.6,1.0,23,73.6075,0.0
,4.0,,1.0,,30.0,1125.0,0,2,0.04,5.0,5.0,5.0,5.0,2.0,53,,0.0
109.2,6.0,1.0,2.0,2.0,30.0,1125.0,356,60,1.03,4.45,4.48,4.58,4.48,2.0,18,18.2,0.0
224.57,4.0,1.0,1.0,2.0,30.0,1125.0,354,9,0.14,4.89,4.89,4.67,4.22,51.0,36,56.1425,0.0
,2.0,,,,60.0,365.0,57,12,0.19,5.0,4.83,5.0,5.0,1.0,38,,0.0
130.09,2.0,1.0,,1.0,1.0,29.0,315,92,1.42,4.67,4.86,4.62,4.51,8.0,48,65.045,1.0
,3.0,,2.0,,30.0,1125.0,0,7,0.11,4.86,5.0,5.0,5.0,1.0,41,,0.0
176.36,1.0,1.0,,1.0,30.0,90.0,88,3,0.06,4.67,5.0,4.33,4.67,8.0,32,176.36,1.0
191.73,2.0,1.0,,1.0,30.0,1125.0,348,17,0.27,5.0,4.88,4.94,4.59,51.0,33,95.865,0.0
42.55,1.0,,,,90.0,1125.0,265,14,0.22,4.86,4.93,4.86,4.29,27.0,23,42.55,1.0
45.45,1.0,,,,90.0,730.0,191,12,0.19,4.75,4.67,4.75,4.67,27.0,26,45.45,1.0
260.87,2.0,1.0,1.0,1.0,30.0,1125.0,226,9,0.15,4.78,4.56,5.0,4.78,91.0,19,130.435,0.0
51.33,2.0,1.0,,1.0,30.0,1125.0,145,97,1.53,4.8,4.77,4.6,4.78,1.0,11,25.665,0.0
,4.0,,2.0,,30.0,1125.0,0,40,0.65,4.93,4.88,4.83,4.8,4.0,64,,0.0
,2.0,,1.0,,30.0,1125.0,0,18,0.31,5.0,5.0,5.0,4.83,1.0,22,,0.0
,2.0,,1.0,,1.0,1125.0,0,69,1.06,4.86,4.96,4.97,4.72,99.0,24,,0.0
,2.0,,1.0,,1.0,1125.0,0,41,0.63,4.85,4.9,4.98,4.88,99.0,24,,0.0
,2.0,,1.0,,1.0,1125.0,0,20,0.31,4.9,4.95,4.95,4.75,99.0,23,,0.0
,2.0,,1.0,,1.0,1125.0,0,8,0.12,4.38,4.25,4.5,4.5,99.0,23,,0.0
,1.0,,,,30.0,1125.0,0,0,0.0,,,,,1.0,15,,0.0
230.3,2.0,1.0,1.0,1.0,30.0,1125.0,124,5,0.09,5.0,5.0,4.8,4.8,41.0,39,115.15,0.0
595.92,8.0,1.0,1.0,2.0,1.0,1125.0,45,56,0.89,4.46,4.57,4.75,4.43,20.0,34,74.49,0.0
235.0,2.0,1.0,,1.0,1.0,1125.0,45,9,0.22,4.89,4.89,5.0,4.56,20.0,32,117.5,0.0
454.07,6.0,1.0,,2.0,1.0,1125.0,40,64,1.02,4.59,4.61,4.77,4.47,20.0,38,75.67833333333333,0.0
,2.0,,1.0,,30.0,365.0,0,4,0.09,5.0,5.0,5.0,5.0,1.0,35,,0.0
53.1,2.0,,,,30.0,1125.0,31,4,0.07,4.5,5.0,5.0,4.75,267.0,8,26.55,0.0
84.5,1.0,,,1.0,30.0,1125.0,316,5,0.08,5.0,4.6,5.0,4.8,3.0,12,84.5,0.0
258.7,2.0,,,,30.0,365.0,365,11,0.17,4.91,5.0,5.0,4.73,69.0,34,129.35,0.0
,5.0,,,,1.0,1125.0,0,3,0.08,5.0,4.33,5.0,5.0,50.0,30,,0.0
,4.0,,1.0,,30.0,30.0,0,0,0.0,,,,,1.0,8,,0.0
,4.0,,1.0,,30.0,1125.0,0,2,0.03,5.0,5.0,5.0,5.0,1.0,49,,0.0
296.0,4.0,,,,1.0,1125.0,4,60,0.92,4.73,4.73,4.8,4.67,7.0,20,74.0,1.0
2796.53,6.0,,3.0,4.0,30.0,1125.0,238,3,0.05,5.0,5.0,5.0,4.33,4.0,63,466.08833333333337,1.0
171.0,4.0,,1.0,2.0,30.0,365.0,255,18,0.28,5.0,4.83,4.89,4.72,3.0,16,42.75,1.0
81.18,2.0,,,1.0,30.0,91.0,78,0,0.0,,,,,4.0,14,40.59,0.0
76.9,2.0,1.0,,2.0,30.0,1125.0,143,142,2.17,4.89,4.95,4.48,4.87,1.0,44,38.45,1.0
112.99,1.0,1.0,,1.0,30.0,1125.0,270,0,0.0,,,,,4.0,18,112.99,0.0
224.57,4.0,1.0,1.0,2.0,30.0,1125.0,365,0,0.0,,,,,51.0,32,56.1425,0.0
,2.0,,1.0,,1.0,1125.0,0,77,1.19,4.79,4.79,4.88,4.78,99.0,23,,0.0
78.37,2.0,1.0,,1.0,30.0,1125.0,202,22,0.35,4.82,4.77,4.95,4.77,2.0,42,39.185,1.0
398.22,1.0,1.0,1.0,1.0,30.0,365.0,229,0,0.0,,,,,1.0,18,398.22,0.0
359.69,4.0,1.0,1.0,3.0,30.0,1125.0,270,113,1.76,4.82,4.84,4.87,4.72,1.0,31,89.9225,0.0
,2.0,,1.0,,1.0,1125.0,0,18,0.28,4.78,4.83,4.89,4.67,99.0,24,,0.0
,2.0,,1.0,,1.0,1125.0,0,13,0.2,4.62,4.54,4.85,4.69,99.0,23,,0.0
,2.0,,1.0,,1.0,1125.0,0,2,0.03,4.5,4.5,5.0,4.0,99.0,23,,0.0
,2.0,,1.0,,1.0,1125.0,0,69,1.07,4.9,4.96,4.91,4.75,99.0,23,,0.0
,2.0,,1.0,,1.0,1125.0,0,0,0.0,,,,,99.0,23,,0.0
77.27,1.0,,,1.0,30.0,1125.0,164,13,0.21,4.85,4.69,5.0,4.92,2.0,50,77.27,1.0
,4.0,,2.0,,30.0,1125.0,0,13,0.21,4.92,4.62,5.0,4.92,1.0,39,,0.0
169.15,3.0,,3.0,3.0,30.0,1125.0,179,46,0.72,4.8,4.67,4.5,4.72,2.0,36,56.38333333333333,0.0
362.03,2.0,1.0,1.0,1.0,30.0,1125.0,55,19,0.3,5.0,5.0,5.0,4.89,5.0,53,181.015,0.0
,1.0,,,,30.0,1125.0,0,1,0.02,4.0,4.0,5.0,4.0,32.0,10,,0.0
,2.0,,,,30.0,1125.0,0,0,0.0,,,,,32.0,11,,0.0
,2.0,,,,30.0,1125.0,0,0,0.0,,,,,32.0,11,,0.0
,2.0,,,,30.0,1125.0,0,0,0.0,,,,,32.0,11,,0.0
,2.0,,,,30.0,1125.0,0,0,0.0,,,,,32.0,11,,0.0
424.58,6.0,1.0,3.0,3.0,30.0,365.0,346,2,0.03,5.0,5.0,5.0,5.0,253.0,38,70.76333333333334,0.0
,4.0,,2.0,,120.0,240.0,0,0,0.0,,,,,1.0,37,,0.0
,2.0,,1.0,,1.0,1125.0,0,78,1.18,4.92,4.87,4.91,4.82,99.0,21,,0.0
,1.0,,,,30.0,1125.0,0,0,0.0,,,,,32.0,11,,0.0
,1.0,,,,30.0,1125.0,0,0,0.0,,,,,32.0,13,,0.0
134.83,2.0,1.0,1.0,1.0,30.0,1125.0,212,28,0.5,4.82,4.75,4.82,4.89,4.0,16,67.415,1.0
,2.0,,,,30.0,1125.0,0,1,0.02,4.0,3.0,5.0,3.0,32.0,13,,0.0
,1.0,,,,30.0,1125.0,0,0,0.0,,,,,32.0,13,,0.0
,2.0,,,,30.0,1125.0,0,0,0.0,,,,,32.0,13,,0.0
,2.0,,,,30.0,1125.0,0,0,0.0,,,,,32.0,13,,0.0
55.33,1.0,1.0,,1.0,30.0,90.0,271,10,0.16,5.0,4.9,5.0,5.0,1.0,34,55.33,0.0
,1.0,,,,64.0,1125.0,0,1,0.02,5.0,5.0,5.0,5.0,1.0,57,,0.0
,2.0,,,,30.0,1125.0,0,0,0.0,,,,,32.0,13,,0.0
,2.0,,,,30.0,1125.0,0,0,0.0,,,,,32.0,13,,0.0
,2.0,,1.0,,1.0,1125.0,0,0,0.0,,,,,99.0,23,,0.0
,2.0,,1.0,,1.0,1125.0,0,5,0.08,5.0,5.0,5.0,4.4,99.0,23,,0.0
,2.0,,1.0,,1.0,1125.0,0,11,0.17,4.73,4.82,5.0,4.73,99.0,23,,0.0
,2.0,,1.0,,1.0,1125.0,0,14,0.22,4.79,4.71,5.0,4.93,99.0,23,,0.0
,2.0,,1.0,,1.0,1125.0,0,3,0.05,4.67,4.67,5.0,4.67,99.0,23,,0.0
249.63,2.0,2.0,2.0,2.0,30.0,180.0,348,22,0.35,4.95,5.0,4.77,4.77,3.0,66,124.815,0.0
191.37,6.0,1.0,2.0,2.0,30.0,730.0,365,17,0.27,4.41,4.35,4.29,4.29,13.0,40,31.895,0.0
57.5,2.0,1.0,,1.0,30.0,31.0,327,94,1.47,4.53,4.51,4.3,4.56,1.0,37,28.75,0.0
44.3,1.0,,,,90.0,1125.0,294,11,0.21,4.91,4.73,4.91,4.55,27.0,26,44.3,1.0
143.83,2.0,,,1.0,30.0,365.0,272,10,0.17,4.7,4.9,4.8,4.8,263.0,15,71.915,0.0
,4.0,,1.0,,30.0,60.0,0,0,0.0,,,,,1.0,33,,0.0
,2.0,,,,30.0,1125.0,0,0,0.0,,,,,4.0,47,,0.0
405.0,1.0,,1.0,1.0,1.0,1125.0,120,228,3.54,4.69,4.81,4.82,4.57,4.0,11,405.0,0.0
396.2,4.0,2.0,2.0,2.0,30.0,1125.0,365,9,0.15,4.89,4.89,5.0,5.0,41.0,45,99.05,0.0
,2.0,,,,30.0,365.0,0,7,0.16,5.0,4.86,5.0,4.86,1.0,16,,0.0
165.93,2.0,1.0,,,30.0,365.0,322,7,0.11,4.86,4.71,5.0,4.71,263.0,17,82.965,0.0
,1.0,,,,30.0,365.0,0,1,0.02,5.0,5.0,5.0,5.0,6.0,40,,0.0
,2.0,,1.0,,1.0,1125.0,0,24,0.36,4.92,4.88,4.71,4.58,99.0,19,,0.0
,2.0,,1.0,,1.0,1125.0,0,43,0.65,4.65,4.6,4.88,4.81,99.0,21,,0.0
,2.0,,1.0,,1.0,1125.0,0,38,0.58,4.63,4.66,4.82,4.68,99.0,21,,0.0
,2.0,,1.0,,1.0,1125.0,0,43,0.65,4.74,4.77,4.79,4.72,99.0,21,,0.0
,2.0,,1.0,,1.0,1125.0,0,33,0.5,4.85,4.82,4.88,4.76,99.0,19,,0.0
,2.0,,1.0,,1.0,1125.0,0,53,0.81,4.89,4.92,4.91,4.75,99.0,19,,0.0
,2.0,,1.0,,1.0,1125.0,0,24,0.37,4.88,4.83,4.92,4.83,99.0,21,,0.0
,2.0,,1.0,,1.0,1125.0,0,20,0.3,4.8,4.85,5.0,4.95,99.0,19,,0.0
57.37,1.0,1.0,4.0,1.0,30.0,1000.0,317,0,0.0,,,,,33.0,20,57.37,0.0
,5.0,,,,1.0,1125.0,0,26,0.4,4.54,4.69,4.77,4.46,50.0,36,,0.0
,2.0,,,,30.0,1125.0,0,1,0.02,5.0,5.0,5.0,5.0,32.0,13,,0.0
,1.0,,,,30.0,1125.0,0,2,0.03,4.5,4.5,5.0,4.0,32.0,13,,0.0
,1.0,,,,30.0,1125.0,0,0,0.0,,,,,32.0,13,,0.0
,1.0,,1.0,,30.0,1125.0,0,0,0.0,,,,,1.0,18,,0.0
,2.0,,,,30.0,1125.0,1,68,1.16,4.78,4.72,4.94,4.65,2.0,27,,0.0
,5.0,,3.0,,200.0,200.0,0,10,0.17,5.0,5.0,4.9,5.0,1.0,62,,0.0
453.17,6.0,1.0,3.0,3.0,30.0,365.0,258,4,0.07,4.5,4.5,3.75,3.5,253.0,36,75.52833333333334,0.0
168.17,2.0,1.0,2.0,2.0,30.0,30.0,180,203,3.21,4.81,4.85,4.45,4.73,3.0,59,84.085,0.0
104.26,2.0,1.0,1.0,1.0,30.0,1125.0,224,56,0.9,4.82,4.88,4.57,4.52,1.0,52,52.13,0.0
,6.0,,3.0,,30.0,60.0,0,2,0.03,5.0,5.0,4.5,5.0,1.0,60,,0.0
61.35,2.0,,2.0,,90.0,1125.0,175,12,0.19,4.92,4.83,4.92,4.83,27.0,30,30.675,1.0
68.27,2.0,,2.0,,55.0,1125.0,166,11,0.17,5.0,4.91,4.82,4.82,27.0,25,34.135,1.0
,1.0,,,,30.0,1125.0,0,0,0.0,,,,,3.0,38,,0.0
154.74,4.0,1.0,2.0,3.0,30.0,730.0,267,32,0.57,4.91,5.0,4.66,4.88,1.0,34,38.685,0.0
39.46,1.0,,,,90.0,1125.0,211,14,0.22,4.71,4.86,4.93,4.64,27.0,24,39.46,1.0
118.91,2.0,1.0,,1.0,30.0,30.0,205,28,0.44,4.64,4.46,4.79,4.75,3.0,49,59.455,0.0
,2.0,,1.0,,30.0,365.0,0,1,0.02,4.0,4.0,4.0,4.0,1.0,14,,0.0
,4.0,,1.0,,30.0,1125.0,22,1,0.02,5.0,5.0,5.0,5.0,2.0,17,,0.0
126.37,5.0,1.0,2.0,5.0,30.0,1125.0,329,74,1.15,4.81,4.82,4.8,4.78,9.0,48,25.274,1.0
48.45,2.0,1.0,,1.0,30.0,730.0,123,12,0.2,4.5,4.5,4.25,4.42,11.0,42,24.225,1.0
114.33,1.0,1.0,,1.0,30.0,1125.0,32,135,2.13,4.95,4.92,4.98,4.91,3.0,43,114.33,1.0
235.0,2.0,1.0,,1.0,1.0,1125.0,45,11,0.22,4.18,4.64,4.55,3.73,20.0,37,117.5,0.0
605.96,8.0,1.0,,2.0,1.0,1125.0,45,64,1.01,4.66,4.55,4.8,4.53,20.0,38,75.745,0.0
,2.0,1.0,,1.0,30.0,1125.0,225,0,0.0,,,,,3767.0,33,,0.0
,2.0,1.0,1.0,1.0,30.0,1125.0,349,0,0.0,,,,,3767.0,33,,0.0
214.17,3.0,1.0,2.0,1.0,30.0,1125.0,337,0,0.0,,,,,18.0,32,71.39,1.0
125.73,3.0,1.5,1.0,2.0,30.0,1125.0,354,66,1.01,4.8,4.7,4.73,4.85,9.0,43,41.910000000000004,1.0
82.53,1.0,,,1.0,30.0,500.0,211,162,2.6,4.91,4.93,4.84,4.91,3.0,49,82.53,1.0
,4.0,,2.0,,30.0,1125.0,0,6,0.1,5.0,5.0,5.0,5.0,1.0,16,,0.0
210.2,4.0,1.0,2.0,2.0,30.0,365.0,299,3,0.08,4.67,5.0,4.33,4.67,263.0,15,52.55,0.0
78.6,2.0,1.0,,2.0,30.0,365.0,269,0,0.0,,,,,1.0,14,39.3,0.0
,2.0,,,,30.0,1125.0,0,1,0.02,5.0,5.0,5.0,5.0,1.0,21,,0.0
,1.0,,1.0,,30.0,1125.0,0,20,0.34,4.85,4.8,4.85,4.9,1.0,14,,0.0
54.6,1.0,1.0,,1.0,30.0,1125.0,288,113,1.73,4.61,4.75,4.57,4.67,13.0,25,54.6,1.0
116.87,2.0,1.0,1.0,1.0,30.0,1125.0,326,20,0.34,4.95,4.95,4.65,4.9,4.0,41,58.435,1.0
,1.0,,,,30.0,365.0,0,1,0.02,5.0,5.0,5.0,5.0,2.0,12,,0.0
76.43,1.0,1.0,,1.0,30.0,1125.0,61,6,0.1,5.0,5.0,5.0,4.67,2.0,43,76.43,0.0
,2.0,,1.0,,30.0,1125.0,11,0,0.0,,,,,3767.0,33,,0.0
