price_num,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_365,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,host_listings_count,amenity_count,price_per_person,target_superhost
225.0,5.0,1.0,,3.0,1.0,1125.0,125,153,1.88,4.54,4.55,4.87,4.5,13.0,32,45.0,0.0
141.97,2.0,1.0,,1.0,30.0,182.0,324,15,0.22,3.87,3.8,4.4,3.6,15.0,32,70.985,0.0
145.21,4.0,1.0,,2.0,30.0,1125.0,365,14,0.19,4.79,4.86,4.86,4.5,6.0,39,36.3025,0.0
173.63,6.0,1.0,2.0,2.0,30.0,120.0,163,61,0.75,4.82,4.74,4.87,4.84,1.0,55,28.938333333333333,0.0
,2.0,,1.0,,30.0,1125.0,0,79,0.96,4.72,4.57,4.67,4.75,4.0,31,,0.0
,2.0,,1.0,,30.0,1125.0,0,56,0.69,4.8,4.84,4.77,4.77,4.0,31,,0.0
,2.0,,1.0,,30.0,1125.0,0,54,0.66,4.72,4.48,4.59,4.69,4.0,33,,0.0
268.17,2.0,1.0,2.0,2.0,30.0,365.0,241,14,0.17,4.79,4.79,4.64,4.36,5.0,22,134.085,1.0
230.5,2.0,1.0,2.0,2.0,30.0,180.0,239,12,0.15,5.0,4.92,4.75,4.83,5.0,21,115.25,1.0
,2.0,,1.0,,30.0,1125.0,0,48,0.59,4.67,4.52,4.65,4.6,4.0,31,,0.0
41.67,3.0,2.0,1.0,3.0,30.0,1125.0,332,2,0.05,3.5,4.5,4.5,3.0,43.0,16,13.89,0.0
198.65,2.0,1.0,1.0,1.0,30.0,365.0,364,0,0.0,,,,,78.0,13,99.325,0.0
44.8,2.0,2.0,,1.0,30.0,365.0,213,3,0.12,4.67,4.67,5.0,5.0,2.0,31,22.4,0.0
73.83,2.0,1.0,1.0,2.0,30.0,1125.0,85,40,0.5,4.25,4.28,4.38,4.33,1.0,33,36.915,0.0
,4.0,,1.0,,30.0,1125.0,0,10,0.12,4.9,5.0,4.8,4.7,1.0,27,,0.0
156.0,3.0,1.5,,2.0,1.0,29.0,184,166,2.01,4.67,4.72,4.7,4.63,1.0,29,52.0,0.0
73.32,2.0,1.0,,1.0,2.0,16.0,80,135,1.63,4.62,4.41,4.32,4.61,1.0,41,36.66,0.0
214.1,4.0,2.0,2.0,4.0,30.0,1125.0,365,4,0.05,5.0,4.75,3.75,5.0,6.0,36,53.525,0.0
,8.0,,2.0,,30.0,1125.0,0,7,0.08,5.0,4.86,4.71,4.71,1.0,49,,0.0
188.5,2.0,1.0,,1.0,2.0,30.0,177,205,2.5,4.88,4.9,4.4,4.88,4.0,47,94.25,1.0
,2.0,,,,30.0,30.0,0,7,0.08,4.29,3.57,4.29,4.14,10.0,4,,0.0
133.48,2.0,1.0,,1.0,30.0,365.0,316,6,0.08,4.33,4.33,4.67,4.33,3.0,22,66.74,0.0
42.4,1.0,1.0,,1.0,30.0,90.0,290,19,0.34,4.84,4.68,4.95,4.84,3.0,28,42.4,1.0
259.0,2.0,1.0,1.0,1.0,1.0,731.0,348,2,0.05,4.0,4.0,3.5,3.0,4.0,13,129.5,0.0
269.0,2.0,1.0,1.0,2.0,1.0,731.0,353,2,0.02,5.0,5.0,5.0,4.0,4.0,14,134.5,0.0
489.0,2.0,1.0,1.0,1.0,1.0,731.0,313,0,0.0,,,,,7.0,11,244.5,0.0
299.0,2.0,1.0,1.0,2.0,1.0,731.0,286,0,0.0,,,,,4.0,12,149.5,0.0
559.0,2.0,1.0,1.0,1.0,1.0,731.0,302,0,0.0,,,,,7.0,11,279.5,0.0
539.0,2.0,1.0,1.0,1.0,1.0,731.0,308,0,0.0,,,,,7.0,11,269.5,0.0
,2.0,,1.0,,1.0,1125.0,0,0,0.0,,,,,7.0,11,,0.0
,2.0,,1.0,,1.0,1125.0,0,0,0.0,,,,,7.0,11,,0.0
1746.0,2.0,1.0,1.0,1.0,1.0,731.0,300,0,0.0,,,,,7.0,11,873.0,0.0
,1.0,,,,30.0,1125.0,27,14,0.17,4.93,4.71,4.86,4.71,1.0,34,,0.0
256.54,2.0,,2.0,,30.0,1125.0,188,5,0.11,5.0,5.0,5.0,5.0,2.0,39,128.27,1.0
,2.0,,,,30.0,45.0,0,1,0.02,5.0,5.0,5.0,5.0,1.0,14,,0.0
89.6,1.0,1.0,,1.0,30.0,365.0,163,46,0.57,4.98,5.0,4.93,4.96,1.0,46,89.6,0.0
150.8,4.0,1.0,2.0,3.0,30.0,1125.0,89,90,1.09,4.7,4.71,4.52,4.83,2.0,27,37.7,0.0
,2.0,,,,30.0,1125.0,0,5,0.06,4.6,4.6,4.8,4.4,1.0,12,,0.0
285.6,2.0,1.0,1.0,1.0,30.0,1125.0,365,16,0.2,4.94,4.88,5.0,4.81,41.0,42,142.8,0.0
285.6,2.0,1.0,1.0,1.0,30.0,1125.0,351,15,0.19,4.33,4.47,4.47,4.0,41.0,37,142.8,0.0
124.96,1.0,1.0,7.0,1.0,30.0,1125.0,297,7,0.14,3.43,3.71,4.29,3.57,5.0,27,124.96,0.0
,1.0,,1.0,,30.0,1125.0,0,34,0.42,4.62,4.15,4.65,4.65,1.0,26,,0.0
281.03,3.0,1.0,,1.0,30.0,1125.0,270,17,0.21,4.82,4.53,5.0,4.82,3.0,20,93.67666666666666,0.0
73.97,1.0,1.0,1.0,1.0,30.0,365.0,212,35,0.43,4.83,4.74,4.77,4.89,3.0,18,73.97,1.0
126.5,1.0,,,1.0,,,0,90,1.1,4.98,4.97,4.91,4.93,1.0,24,126.5,1.0
66.03,2.0,2.0,,1.0,30.0,730.0,365,23,0.28,4.91,4.96,4.78,4.91,11.0,39,33.015,1.0
90.2,2.0,1.0,1.0,1.0,30.0,1125.0,205,56,0.83,5.0,4.98,4.98,5.0,1.0,34,45.1,0.0
1056.93,6.0,1.0,2.0,2.0,30.0,30.0,363,61,0.74,4.72,4.75,4.64,4.56,1.0,26,176.155,0.0
24.83,1.0,,,,85.0,1125.0,171,6,0.08,4.67,4.17,5.0,4.33,3.0,48,24.83,0.0
246.01,2.0,1.0,,2.0,30.0,90.0,262,8,0.1,4.88,5.0,5.0,4.63,4.0,35,123.005,1.0
312.27,2.0,1.0,1.0,1.0,30.0,1125.0,47,20,0.24,4.9,5.0,5.0,4.85,1.0,53,156.135,0.0
134.21,4.0,1.0,2.0,3.0,30.0,30.0,83,40,0.49,4.58,4.73,4.78,4.6,1.0,30,33.5525,0.0
,2.0,,1.0,,30.0,1125.0,38,26,0.31,4.88,4.85,5.0,4.85,1.0,21,,0.0
,1.0,,,,30.0,60.0,0,3,0.04,4.33,4.0,4.67,5.0,1.0,33,,0.0
351.0,2.0,1.0,,1.0,1.0,1125.0,235,107,1.31,4.96,4.92,4.77,4.85,1.0,36,175.5,1.0
,6.0,,4.0,,30.0,1125.0,0,0,0.0,,,,,4.0,30,,0.0
,4.0,,2.0,,30.0,1125.0,0,3,0.04,5.0,5.0,5.0,5.0,1.0,16,,0.0
,1.0,,,,30.0,1125.0,0,23,0.28,4.61,4.57,4.61,4.57,1.0,12,,0.0
42.13,3.0,2.0,1.0,3.0,30.0,300.0,332,5,0.06,3.6,4.0,3.4,3.8,43.0,16,14.043333333333335,0.0
194.35,2.0,1.0,,2.0,1.0,25.0,210,325,4.08,4.9,4.85,4.88,4.87,1.0,52,97.175,1.0
,1.0,,,,30.0,1125.0,0,0,0.0,,,,,1.0,10,,0.0
151.2,4.0,2.0,1.0,2.0,30.0,360.0,208,110,1.37,4.94,4.96,4.77,4.89,3.0,49,37.8,0.0
116.04,2.0,1.0,,1.0,30.0,1125.0,357,79,0.99,4.76,4.8,4.56,4.66,2.0,31,58.02,1.0
473.83,2.0,1.0,1.0,1.0,30.0,1125.0,270,71,0.87,4.99,5.0,4.99,4.92,1.0,37,236.915,0.0
,1.0,,,,30.0,1125.0,0,2,0.02,5.0,5.0,4.5,4.5,1.0,11,,0.0
66.65,2.0,,,,60.0,360.0,292,7,0.11,4.86,5.0,4.71,4.86,15.0,14,33.325,0.0
234.17,2.0,1.0,1.0,1.0,30.0,1125.0,317,14,0.18,4.79,4.71,4.64,4.29,41.0,38,117.085,0.0
259.03,2.0,,1.0,1.0,30.0,1125.0,365,15,0.19,4.8,4.67,4.93,4.53,41.0,39,129.515,0.0
1047.2,5.0,1.0,2.0,3.0,30.0,1125.0,358,0,0.0,,,,,1.0,62,209.44,0.0
,3.0,,2.0,,30.0,42.0,0,1,0.01,5.0,5.0,5.0,5.0,1.0,11,,0.0
333.7,4.0,1.0,2.0,2.0,30.0,1125.0,365,14,0.17,4.64,4.57,4.86,4.29,41.0,39,83.425,0.0
146.76,2.0,,,,30.0,1125.0,182,32,0.39,4.63,4.75,4.63,4.56,1.0,19,73.38,0.0
139.12,3.0,1.0,1.0,2.0,30.0,365.0,350,0,0.0,,,,,1.0,40,46.373333333333335,0.0
133.6,2.0,1.0,,1.0,1.0,30.0,36,123,2.11,4.97,4.97,4.86,4.95,1.0,49,66.8,0.0
84.89,2.0,1.0,1.0,1.0,30.0,30.0,163,16,0.2,4.81,4.63,4.94,4.75,1.0,32,42.445,0.0
223.83,2.0,1.0,1.0,1.0,30.0,1125.0,89,5,0.06,5.0,4.8,5.0,5.0,1.0,22,111.915,0.0
97.03,2.0,1.0,,3.0,30.0,1125.0,365,22,0.27,4.91,4.86,4.82,4.86,1.0,12,48.515,0.0
,3.0,,1.0,,30.0,1125.0,0,25,0.3,5.0,4.96,5.0,4.96,1.0,36,,0.0
,2.0,,,,30.0,1125.0,0,1,0.01,5.0,5.0,5.0,5.0,1.0,10,,0.0
,1.0,,,,30.0,1125.0,0,2,0.03,5.0,4.5,4.5,5.0,4.0,28,,0.0
,1.0,,,,30.0,1125.0,0,0,0.0,,,,,3.0,12,,0.0
85.57,2.0,1.0,,1.0,30.0,120.0,365,2,0.02,4.5,4.0,4.5,2.5,3.0,34,42.785,0.0
,2.0,,,,30.0,1125.0,0,9,0.11,4.33,4.67,4.78,4.33,1.0,25,,0.0
50.3,1.0,1.0,,1.0,30.0,1125.0,350,86,1.06,4.9,4.63,4.78,4.71,4.0,23,50.3,0.0
650.9,4.0,1.0,1.0,1.0,30.0,1125.0,363,1,0.01,5.0,5.0,5.0,5.0,1.0,16,162.725,0.0
125.84,2.0,1.0,,1.0,30.0,180.0,140,9,0.4,4.89,4.89,4.67,4.56,2.0,39,62.92,1.0
,2.0,,,,30.0,150.0,0,13,0.16,5.0,4.85,4.69,4.85,1.0,34,,0.0
281.0,4.0,2.0,1.0,1.0,30.0,1125.0,83,8,0.1,5.0,4.63,4.88,5.0,1.0,19,70.25,0.0
54.57,2.0,1.5,,1.0,30.0,1125.0,311,26,0.32,4.88,5.0,4.88,4.81,3.0,29,27.285,1.0
131.33,1.0,2.0,,2.0,3.0,60.0,74,69,0.88,4.96,4.84,4.68,4.96,3.0,23,131.33,1.0
208.27,2.0,1.0,,1.0,30.0,1125.0,290,7,0.1,4.57,4.57,4.43,4.14,41.0,39,104.135,0.0
369.67,4.0,1.0,2.0,2.0,30.0,1125.0,365,16,0.2,4.44,4.44,4.38,4.31,41.0,43,92.4175,0.0
307.83,4.0,1.0,2.0,2.0,30.0,1125.0,365,12,0.2,4.58,4.58,4.5,3.92,41.0,40,76.9575,0.0
50.7,1.0,,1.0,,30.0,1125.0,199,31,0.38,4.9,4.87,4.94,4.94,2.0,46,50.7,1.0
123.5,2.0,1.0,,1.0,30.0,730.0,160,243,3.03,4.98,4.94,4.91,4.96,1.0,28,61.75,0.0
287.4,11.0,2.5,4.0,4.0,30.0,1125.0,363,72,0.92,4.54,4.32,4.26,4.4,1.0,59,26.127272727272725,0.0
294.0,2.0,1.0,2.0,2.0,1.0,1125.0,100,40,0.49,4.8,4.78,4.73,4.73,3.0,44,147.0,0.0
139.53,2.0,1.0,,2.0,30.0,365.0,69,99,1.23,4.96,4.97,4.98,4.87,1.0,36,69.765,1.0
126.0,2.0,1.0,,1.0,1.0,1125.0,147,401,4.95,4.89,4.91,4.81,4.81,8.0,43,63.0,1.0
357.08,8.0,,3.0,5.0,30.0,730.0,349,8,0.16,4.75,4.25,4.63,4.38,1.0,28,44.635,0.0
648.0,2.0,1.0,,2.0,2.0,180.0,269,21,0.56,4.81,4.67,4.95,4.71,2.0,27,324.0,0.0
115.0,2.0,1.0,,1.0,1.0,90.0,165,177,2.21,4.8,4.89,4.84,4.73,8.0,44,57.5,1.0
50.9,1.0,1.0,,1.0,30.0,30.0,177,0,0.0,,,,,1.0,8,50.9,0.0
181.98,2.0,,,1.0,30.0,1125.0,288,19,0.24,4.79,4.79,4.95,4.68,232.0,23,90.99,1.0
,2.0,,1.0,,30.0,1125.0,0,17,0.21,4.94,5.0,5.0,4.76,3.0,29,,0.0
,2.0,,,,30.0,1125.0,0,15,0.19,5.0,4.8,5.0,4.87,3.0,50,,0.0
215.12,3.0,1.0,,2.0,30.0,360.0,364,0,0.0,,,,,78.0,25,71.70666666666666,0.0
215.12,4.0,1.0,1.0,2.0,30.0,365.0,364,0,0.0,,,,,78.0,25,53.78,0.0
215.12,3.0,1.0,,2.0,30.0,365.0,364,0,0.0,,,,,78.0,28,71.70666666666666,0.0
215.12,4.0,1.0,1.0,2.0,30.0,365.0,364,0,0.0,,,,,78.0,23,53.78,0.0
215.12,4.0,1.0,1.0,2.0,30.0,365.0,364,0,0.0,,,,,78.0,26,53.78,0.0
215.12,4.0,1.0,1.0,2.0,30.0,365.0,364,1,0.04,5.0,5.0,5.0,5.0,78.0,24,53.78,0.0
,6.0,,3.0,,30.0,365.0,0,15,0.19,4.53,4.27,4.67,4.47,4.0,23,,0.0
,4.0,,1.0,,30.0,1125.0,0,1,0.02,5.0,5.0,5.0,5.0,1.0,12,,0.0
,6.0,,1.0,,30.0,1125.0,0,14,0.17,4.79,4.57,5.0,4.64,1.0,25,,0.0
65.41,1.0,1.5,,1.0,30.0,100.0,89,6,0.12,4.67,4.67,4.83,4.5,2.0,20,65.41,0.0
,3.0,,,,30.0,1125.0,0,2,0.02,5.0,4.5,5.0,5.0,3.0,10,,0.0
,2.0,,,,30.0,1125.0,0,5,0.06,4.6,4.4,5.0,4.4,2.0,17,,0.0
60.87,1.0,1.0,2.0,1.0,30.0,1125.0,300,5,0.11,5.0,5.0,5.0,5.0,1.0,24,60.87,0.0
,2.0,,,,30.0,1125.0,0,9,0.11,4.44,4.56,4.78,4.56,11.0,14,,1.0
,2.0,,1.0,,30.0,1125.0,0,10,0.13,4.9,5.0,4.8,4.7,1.0,34,,0.0
56.8,2.0,,,1.0,30.0,730.0,340,12,0.16,4.92,4.75,4.67,4.75,11.0,38,28.4,1.0
142.7,2.0,1.0,1.0,1.0,30.0,360.0,328,11,0.22,4.55,4.64,4.82,4.64,32.0,20,71.35,0.0
86.43,1.0,1.0,,1.0,30.0,1125.0,270,1,0.01,5.0,5.0,5.0,5.0,1.0,14,86.43,0.0
47.01,1.0,1.5,,1.0,30.0,1125.0,257,12,0.15,3.83,3.33,4.17,3.67,3.0,17,47.01,0.0
154.5,4.0,,2.0,,30.0,90.0,260,80,0.97,4.85,4.74,4.78,4.71,1.0,28,38.625,0.0
51.17,1.0,1.0,,1.0,30.0,1125.0,356,18,0.22,4.56,4.5,4.44,4.56,2.0,34,51.17,0.0
70.58,2.0,1.0,,2.0,30.0,1125.0,270,183,2.24,4.91,4.89,4.81,4.85,1.0,17,35.29,0.0
139.08,6.0,2.0,2.0,3.0,30.0,1125.0,164,20,0.25,4.8,4.9,4.6,4.65,1.0,50,23.180000000000003,1.0
314.37,2.0,,1.0,2.0,30.0,1125.0,365,14,0.22,4.86,4.86,4.64,4.57,41.0,37,157.185,0.0
,2.0,,1.0,,30.0,1125.0,0,1,0.01,5.0,3.0,4.0,5.0,1.0,17,,0.0
,2.0,,,,30.0,1125.0,0,12,0.15,5.0,4.92,5.0,4.92,2.0,30,,0.0
224.03,2.0,1.0,1.0,1.0,30.0,1125.0,126,4,0.05,4.75,5.0,5.0,4.0,1.0,49,112.015,0.0
,2.0,,1.0,,30.0,1125.0,0,2,0.02,5.0,5.0,5.0,5.0,2.0,29,,0.0
,4.0,,1.0,,30.0,1125.0,0,14,0.18,4.64,4.14,4.93,4.5,1.0,19,,0.0
1338.5,4.0,2.0,2.0,3.0,30.0,730.0,324,3,0.04,5.0,5.0,5.0,5.0,1.0,54,334.625,0.0
424.97,4.0,1.0,2.0,2.0,30.0,1125.0,365,8,0.14,4.75,4.63,5.0,4.88,41.0,37,106.2425,0.0
307.83,4.0,1.0,2.0,2.0,30.0,1125.0,328,10,0.16,4.8,4.7,4.9,4.4,41.0,39,76.9575,0.0
,1.0,,,,30.0,1125.0,0,0,0.0,,,,,1.0,15,,0.0
369.67,4.0,1.0,2.0,2.0,30.0,1125.0,365,8,0.1,5.0,5.0,4.5,4.63,41.0,40,92.4175,0.0
285.6,2.0,,1.0,1.0,30.0,1125.0,365,11,0.14,4.82,4.91,4.91,4.45,41.0,42,142.8,0.0
208.27,2.0,1.0,1.0,1.0,30.0,1125.0,317,8,0.1,5.0,5.0,5.0,4.63,41.0,40,104.135,0.0
320.8,4.0,1.0,,1.0,30.0,365.0,365,2,0.03,5.0,5.0,5.0,5.0,2.0,34,80.2,0.0
283.93,6.0,1.0,2.0,3.0,30.0,1125.0,239,134,1.66,4.94,4.95,4.99,4.84,2.0,34,47.321666666666665,1.0
373.75,4.0,1.0,2.0,2.0,4.0,25.0,168,200,2.5,4.93,4.91,4.68,4.86,2.0,43,93.4375,1.0
245.16,3.0,1.0,,1.0,30.0,365.0,348,7,0.09,4.14,4.71,4.14,3.71,253.0,35,81.72,0.0
89.93,1.0,1.0,,1.0,30.0,120.0,83,83,1.05,4.98,4.98,4.92,4.88,1.0,41,89.93,0.0
191.5,2.0,1.0,,2.0,2.0,1125.0,240,107,1.35,4.87,4.72,4.87,4.78,1.0,22,95.75,1.0
197.0,2.0,1.0,,1.0,1.0,4.0,254,1,1.0,5.0,5.0,5.0,5.0,1.0,30,98.5,0.0
158.33,1.0,1.0,,1.0,1.0,5.0,11,177,2.19,5.0,5.0,4.89,4.94,1.0,38,158.33,1.0
92.43,2.0,1.0,2.0,4.0,30.0,1125.0,263,7,0.09,4.71,4.43,4.71,4.86,1.0,24,46.215,0.0
,6.0,,3.0,,30.0,1125.0,0,2,0.03,5.0,5.0,5.0,5.0,1.0,34,,0.0
,2.0,,,,30.0,1125.0,0,0,0.0,,,,,2.0,15,,0.0
395.8,6.0,,3.0,3.0,30.0,365.0,250,10,0.13,4.8,4.9,4.9,4.7,253.0,37,65.96666666666667,0.0
45.89,1.0,1.0,,1.0,31.0,1125.0,318,2,0.04,5.0,5.0,5.0,5.0,3.0,16,45.89,1.0
283.0,3.0,1.0,2.0,2.0,30.0,90.0,362,44,0.56,4.52,4.3,5.0,4.68,1.0,10,94.33333333333333,0.0
198.32,2.0,1.0,,1.0,30.0,1125.0,263,2,0.03,5.0,5.0,5.0,4.5,1.0,20,99.16,0.0
199.67,1.0,1.5,,1.0,30.0,1125.0,269,7,0.09,5.0,5.0,4.86,5.0,1.0,24,199.67,0.0
113.93,1.0,1.0,,1.0,30.0,1125.0,146,6,0.08,5.0,5.0,5.0,5.0,1.0,29,113.93,0.0
,2.0,,,,30.0,1125.0,0,4,0.05,5.0,5.0,4.5,5.0,2.0,14,,0.0
502.2,2.0,1.0,1.0,2.0,30.0,1125.0,365,13,0.23,4.15,4.69,4.62,4.23,3.0,19,251.1,0.0
,1.0,,,,30.0,111.0,0,40,0.6,4.78,4.75,4.78,4.73,1.0,47,,0.0
80.37,2.0,,1.0,,180.0,1125.0,269,27,0.34,4.96,4.89,4.96,4.89,6.0,31,40.185,1.0
142.1,5.0,1.0,,2.0,30.0,1125.0,88,20,0.25,4.2,4.4,4.3,4.3,4.0,17,28.419999999999998,0.0
,2.0,,,,30.0,36.0,9,10,0.12,4.6,4.7,4.7,4.8,1.0,25,,0.0
60.66,4.0,1.0,,2.0,30.0,180.0,270,151,1.84,4.77,4.65,4.65,4.66,6.0,27,15.165,0.0
160.54,2.0,1.5,1.0,1.0,30.0,1125.0,270,3,0.04,5.0,5.0,4.33,5.0,1.0,23,80.27,0.0
451.53,4.0,2.0,2.0,2.0,30.0,1125.0,365,9,0.12,4.44,4.11,4.44,4.11,41.0,39,112.8825,0.0
,2.0,,,,30.0,1125.0,0,5,0.06,5.0,5.0,4.8,5.0,1.0,19,,0.0
,3.0,,,,30.0,1125.0,0,2,0.03,5.0,5.0,5.0,5.0,1.0,27,,0.0
169.41,2.0,1.0,1.0,2.0,30.0,1125.0,218,111,1.36,4.95,4.91,4.99,4.84,1.0,38,84.705,0.0
,4.0,,2.0,,30.0,1125.0,0,3,0.04,5.0,5.0,5.0,5.0,1.0,25,,0.0
85.83,2.0,,1.0,,60.0,1125.0,221,0,0.0,,,,,1.0,19,42.915,0.0
67.9,2.0,2.0,,1.0,30.0,1125.0,260,35,0.43,4.97,4.83,4.8,4.89,3.0,62,33.95,1.0
86.98,2.0,1.0,,1.0,30.0,700.0,364,0,0.0,,,,,2.0,24,43.49,0.0
,4.0,,1.0,,30.0,1125.0,0,2,0.02,4.0,5.0,5.0,4.0,1.0,25,,0.0
176.3,2.0,1.0,1.0,1.0,1.0,2147483647.0,288,385,5.35,4.35,4.41,4.81,4.26,10.0,24,88.15,0.0
184.0,2.0,,1.0,1.0,1.0,2147483647.0,289,64,0.95,4.17,4.36,4.73,4.08,10.0,21,92.0,0.0
198.0,2.0,,1.0,1.0,1.0,2147483647.0,290,224,3.1,4.29,4.37,4.72,4.18,10.0,18,99.0,0.0
187.5,2.0,,1.0,1.0,1.0,2147483647.0,278,49,0.72,4.39,4.55,4.78,4.35,10.0,19,93.75,0.0
53.78,1.0,2.0,,1.0,30.0,50.0,100,37,0.54,4.97,4.92,4.84,4.89,4.0,22,53.78,1.0
642.9,2.0,1.0,1.0,1.0,30.0,45.0,363,13,0.23,5.0,5.0,5.0,4.92,2.0,45,321.45,0.0
,2.0,,1.0,,30.0,1125.0,0,1,0.01,5.0,4.0,5.0,5.0,1.0,34,,0.0
475.88,4.0,1.0,2.0,2.0,30.0,90.0,318,11,0.14,4.91,4.91,5.0,4.55,8.0,49,118.97,1.0
29.61,6.0,,3.0,,300.0,1000.0,365,15,0.19,4.53,4.93,4.8,4.67,2.0,33,4.935,0.0
,4.0,,2.0,,30.0,45.0,0,1,0.01,5.0,5.0,5.0,5.0,2.0,23,,0.0
49.7,2.0,1.0,,1.0,30.0,360.0,350,14,0.18,4.71,4.57,4.79,4.57,6.0,30,24.85,0.0
,2.0,1.0,1.0,1.0,30.0,1125.0,270,0,0.0,,,,,2.0,74,,0.0
117.84,3.0,,1.0,3.0,30.0,60.0,168,3,0.06,5.0,5.0,5.0,5.0,1.0,12,39.28,0.0
,2.0,,,,30.0,90.0,0,1,0.01,5.0,4.0,5.0,5.0,3.0,18,,0.0
243.48,3.0,1.0,1.0,1.0,30.0,365.0,309,4,0.07,4.5,4.5,5.0,3.75,253.0,35,81.16,0.0
,2.0,,,,30.0,1125.0,0,1,0.01,5.0,5.0,5.0,5.0,1.0,22,,0.0
,2.0,,1.0,,30.0,60.0,0,2,0.03,4.5,4.5,5.0,4.5,1.0,25,,0.0
202.0,2.0,1.0,1.0,1.0,1.0,2147483647.0,290,113,1.57,4.22,4.21,4.7,4.12,10.0,22,101.0,0.0
226.0,4.0,1.0,1.0,2.0,1.0,2147483647.0,277,268,4.48,4.4,4.44,4.79,4.3,10.0,18,56.5,0.0
352.0,2.0,1.0,1.0,1.0,1.0,2147483647.0,251,7,0.25,4.43,4.57,4.86,4.14,10.0,19,176.0,0.0
365.0,2.0,2.0,1.0,1.0,1.0,2147483647.0,263,0,0.0,,,,,10.0,21,182.5,0.0
425.0,2.0,,,1.0,1.0,1125.0,132,21,0.27,4.62,4.86,4.86,4.52,4.0,15,212.5,0.0
189.43,7.0,1.0,2.0,4.0,30.0,1125.0,357,80,0.99,4.44,4.49,4.41,4.39,2.0,33,27.06142857142857,0.0
285.5,2.0,3.0,,1.0,1.0,26.0,141,102,3.8,4.97,4.92,4.99,4.95,1.0,19,142.75,1.0
,2.0,,,,30.0,1125.0,0,0,0.0,,,,,1.0,6,,0.0
96.97,2.0,,1.0,,30.0,1125.0,116,384,4.74,4.88,4.82,4.88,4.84,1.0,29,48.485,1.0
103.24,2.0,1.0,,1.0,30.0,1125.0,257,11,0.16,3.73,4.45,4.36,3.91,10.0,19,51.62,0.0
,3.0,,,,30.0,30.0,0,6,0.07,5.0,5.0,5.0,5.0,4.0,28,,0.0
,2.0,,1.0,,1.0,1125.0,0,2,0.04,5.0,5.0,4.5,4.5,4.0,16,,0.0
193.32,4.0,,2.0,3.0,30.0,365.0,303,15,0.24,4.53,4.2,4.8,4.2,78.0,26,48.33,0.0
10000.0,2.0,1.0,1.0,1.0,1.0,1125.0,365,3,0.06,4.33,4.0,5.0,3.33,4.0,14,5000.0,0.0
10000.0,2.0,1.0,1.0,1.0,1.0,1125.0,365,13,0.2,4.85,4.92,4.69,4.69,4.0,14,5000.0,0.0
10000.0,4.0,1.0,1.0,1.0,1.0,1125.0,365,2,0.03,5.0,5.0,4.5,4.5,4.0,14,2500.0,0.0
,2.0,,,,30.0,1125.0,0,11,0.14,4.91,4.82,4.73,4.64,1.0,30,,0.0
1228.0,2.0,2.0,2.0,2.0,1.0,365.0,299,188,3.19,4.85,4.64,4.98,4.73,6.0,70,614.0,1.0
,3.0,,,,30.0,1125.0,0,1,0.01,5.0,5.0,5.0,5.0,1.0,45,,0.0
200.55,2.0,1.0,1.0,1.0,30.0,1125.0,115,117,1.44,4.97,4.97,4.99,4.9,2.0,37,100.275,0.0
455.0,2.0,,,1.0,1.0,1125.0,128,29,0.36,4.72,4.86,4.83,4.76,4.0,15,227.5,0.0
127.96,2.0,1.0,1.0,1.0,30.0,1125.0,173,2,0.02,5.0,5.0,5.0,5.0,1.0,22,63.98,0.0
,2.0,,,,30.0,1125.0,0,7,0.09,4.86,4.71,4.71,5.0,1.0,21,,0.0
449.71,2.0,1.0,1.0,1.0,30.0,1125.0,335,1,0.02,5.0,4.0,5.0,4.0,3767.0,33,224.855,0.0
,2.0,1.0,1.0,1.0,30.0,1125.0,342,0,0.0,,,,,3767.0,33,,0.0
,2.0,1.0,1.0,1.0,30.0,1125.0,296,0,0.0,,,,,3767.0,32,,0.0
,4.0,2.0,2.0,2.0,30.0,1125.0,80,0,0.0,,,,,3767.0,33,,0.0
224.42,3.0,1.0,1.0,1.0,30.0,1125.0,177,9,0.11,5.0,5.0,4.44,4.67,1.0,49,74.80666666666666,0.0
347.64,8.0,4.0,4.0,6.0,30.0,1125.0,365,5,0.06,3.8,5.0,4.6,3.6,6.0,47,43.455,0.0
,8.0,,3.0,,31.0,60.0,0,20,0.25,4.95,4.95,5.0,4.6,1.0,72,,0.0
,2.0,,,,30.0,90.0,0,0,0.0,,,,,3.0,11,,0.0
,6.0,,2.0,,30.0,1125.0,0,15,0.19,5.0,4.87,5.0,4.93,1.0,34,,0.0
24.88,1.0,,1.0,,85.0,1125.0,171,5,0.07,4.4,4.0,4.4,4.2,3.0,49,24.88,0.0
99.8,1.0,1.5,,1.0,30.0,1125.0,263,1,0.01,5.0,5.0,4.0,5.0,1.0,28,99.8,0.0
,7.0,,3.0,,30.0,1125.0,0,2,0.02,5.0,5.0,5.0,4.5,4.0,23,,0.0
518.21,6.0,1.0,2.0,2.0,30.0,999.0,335,0,0.0,,,,,1.0,18,86.36833333333334,0.0
127.7,4.0,,2.0,,30.0,35.0,31,101,1.25,4.93,4.84,4.95,4.93,1.0,36,31.925,0.0
